winner,cluster,mod,lobby,r_1,r_2,r_3,r_4,r_5,d_1,d_2,d_3,d_4,d_5
-1,223,8,2,34,41,44,57,101,2,49,56,62,99
-1,231,2,3,8,17,75,84,104,1,9,16,58,101
-1,153,2,2,44,47,59,70,93,2,30,42,99,100
1,153,9,2,6,20,25,26,109,4,22,35,76,101
1,156,2,2,35,44,60,70,86,1,36,62,95,98
1,204,2,3,4,20,26,44,73,2,17,47,75,104
-1,156,2,2,8,25,46,48,84,9,20,28,35,44
1,204,2,3,19,21,36,68,102,5,10,14,47,53
-1,261,9,2,23,28,41,54,91,36,39,40,47,70
1,156,2,3,35,41,68,99,104,2,9,18,44,54
-1,155,2,2,17,18,42,59,100,11,16,32,97,104
1,192,9,2,23,47,53,62,78,8,14,38,91,102
1,227,8,2,9,27,28,38,59,21,40,41,53,93
-1,224,1,2,20,36,40,70,88,17,26,72,99,112
-1,155,2,3,4,8,14,44,68,9,10,17,20,107
-1,181,2,2,7,9,16,23,106,2,62,74,104,112
1,227,2,3,10,23,42,52,74,8,32,68,73,104
-1,231,2,3,6,30,39,84,90,8,14,18,74,79
-1,225,8,2,7,9,63,70,84,14,15,28,42,50
1,227,9,2,23,36,41,62,104,1,73,93,96,103
-1,111,2,3,9,47,62,63,86,20,22,43,48,56
1,152,2,3,2,20,27,74,104,1,8,26,34,98
-1,137,2,3,7,39,77,93,95,32,36,82,100,104
-1,183,2,2,6,23,41,84,104,14,17,36,93,99
1,151,9,2,2,7,18,46,51,11,41,67,95,109
-1,224,2,3,15,44,71,74,88,1,16,78,103,104
1,161,9,2,6,18,60,100,109,1,43,56,73,78
1,156,2,2,6,35,56,70,81,8,32,48,73,94
-1,145,2,3,2,11,13,59,86,12,23,74,78,104
1,223,2,3,9,14,35,74,109,15,30,43,103,104
-1,224,2,3,1,21,41,62,91,8,37,73,99,104
1,155,2,3,9,18,30,41,74,32,63,86,99,101
-1,225,2,2,5,16,44,74,77,8,9,21,31,53
-1,186,2,2,2,21,44,47,93,32,62,73,96,99
-1,224,2,2,8,26,44,57,83,6,9,41,87,104
1,138,2,3,16,31,59,71,113,14,41,74,98,103
-1,153,2,3,1,8,11,37,53,6,40,68,93,94
-1,154,2,3,9,30,33,54,103,14,38,74,75,98
1,151,2,2,1,34,42,55,105,27,28,44,82,93
-1,155,2,2,27,30,48,82,113,6,7,9,74,104
1,227,8,3,29,36,41,47,74,55,57,86,106,109
-1,227,9,2,2,6,27,81,95,9,29,32,35,42
1,156,2,3,28,71,74,94,100,6,8,9,56,93
1,192,2,2,2,6,9,41,79,26,57,70,93,98
-1,155,2,2,8,17,53,86,104,18,22,39,71,106
-1,227,8,3,10,41,70,84,98,9,14,26,73,93
1,224,2,2,22,50,59,98,104,2,21,42,51,106
1,232,8,3,9,43,81,90,93,15,41,76,88,100
-1,124,3,2,59,61,68,71,80,22,56,63,73,87
-1,151,2,2,14,27,34,47,70,8,44,57,63,104
-1,145,2,3,2,9,25,71,104,18,35,73,85,110
-1,227,2,2,2,6,29,65,106,8,16,33,36,44
1,132,9,2,33,41,46,88,104,4,8,36,98,99
1,111,2,3,21,43,52,62,67,16,27,29,44,80
-1,224,1,2,20,53,58,112,113,35,43,81,102,103
1,111,9,2,2,23,34,40,70,16,36,43,52,65
-1,161,2,2,47,66,71,85,112,20,38,48,77,102
1,154,2,3,16,21,32,44,48,19,35,36,53,105
-1,191,8,3,8,9,42,73,75,2,36,63,86,94
1,152,2,3,54,65,71,74,112,18,22,44,67,98
-1,156,2,2,1,2,8,35,71,6,32,44,95,102
-1,154,2,2,1,8,35,45,106,6,11,13,32,81
1,155,2,2,2,6,31,41,97,8,13,26,35,51
-1,184,2,3,2,10,39,42,104,1,6,21,55,98
-1,154,2,2,8,35,54,75,81,6,14,30,42,44
-1,155,2,3,1,32,45,100,109,5,14,42,102,104
1,153,2,2,42,57,60,88,97,1,14,44,73,76
-1,151,2,2,1,42,48,59,95,18,44,46,53,97
-1,154,2,2,5,18,35,41,74,1,2,10,14,34
-1,186,2,2,1,44,47,90,93,23,26,59,67,98
-1,155,2,3,9,17,18,74,112,2,6,49,84,93
1,151,2,3,4,36,42,97,98,2,5,8,44,46
-1,231,2,3,16,23,39,44,103,8,9,14,25,67
-1,151,9,2,5,40,59,63,67,25,58,64,88,94
1,224,2,2,14,35,67,85,106,26,41,69,93,110
-1,156,2,3,20,42,44,57,74,1,9,15,36,98
-1,224,8,3,9,29,63,81,84,6,59,80,83,88
-1,151,2,3,14,20,38,62,74,9,17,48,88,93
1,156,2,2,7,12,70,85,104,19,47,54,62,96
-1,231,2,3,9,21,38,89,90,16,26,74,80,98
-1,112,2,3,31,46,98,106,109,9,10,26,33,60
1,151,2,2,32,73,93,104,111,21,31,34,53,106
1,145,2,2,5,6,40,66,104,1,11,32,35,62
1,155,2,3,9,16,45,93,104,18,25,26,36,51
-1,155,9,2,3,46,59,87,99,18,19,26,81,94
-1,231,2,3,2,10,28,39,93,11,19,47,71,85
1,261,2,3,4,5,35,53,104,6,18,34,57,87
1,155,2,2,5,6,9,59,98,14,30,42,58,84
-1,184,2,3,6,56,57,78,93,8,14,23,30,54
-1,152,2,3,9,42,67,74,79,2,6,7,50,93
-1,225,8,3,1,39,59,88,103,2,17,28,57,98
-1,154,2,2,14,32,35,42,53,8,18,19,44,93
1,231,2,3,9,42,51,64,99,5,14,21,74,97
-1,185,2,3,9,11,45,104,109,21,57,63,76,98
1,145,2,3,7,22,34,63,70,6,8,14,18,44
1,144,2,2,4,9,32,44,70,6,8,16,53,71
1,153,2,2,35,54,84,93,105,8,36,41,58,95
1,154,9,2,34,56,70,83,109,4,8,9,28,84
-1,231,2,3,21,34,67,84,99,2,5,8,9,29
-1,224,2,3,12,14,16,60,103,7,42,44,86,98
1,151,2,3,6,9,23,26,97,20,21,87,95,106
1,227,8,2,5,11,20,48,96,23,89,98,104,110
-1,182,2,3,1,2,32,54,57,9,42,48,73,74
1,224,8,2,4,8,14,17,70,1,43,53,73,98
1,152,2,2,5,9,31,44,104,7,8,21,68,77
-1,231,8,3,16,34,68,93,106,15,51,75,109,111
1,151,2,3,16,44,57,71,98,1,9,21,53,104
1,227,1,2,6,18,43,76,87,2,30,42,50,54
1,156,2,2,35,56,62,101,106,2,7,15,32,73
1,231,2,2,5,15,18,74,98,21,22,41,44,84
1,227,9,2,5,37,44,81,97,2,70,98,102,103
1,131,2,2,1,27,42,56,104,7,44,49,69,93
1,156,2,2,9,19,35,75,105,4,6,26,53,104
1,227,8,3,9,41,74,101,104,47,59,73,79,93
1,232,8,3,9,14,16,50,67,39,69,88,93,105
-1,156,2,3,47,67,84,86,106,21,29,32,50,59
1,144,2,3,13,23,26,98,104,2,9,18,20,46
1,152,2,3,6,7,18,30,89,1,8,12,27,75
1,151,2,2,7,44,47,96,112,1,27,48,93,111
-1,183,1,2,27,42,55,78,81,15,31,68,77,87
1,135,8,3,4,6,27,29,63,8,52,58,73,79
1,231,9,2,8,43,96,98,112,21,46,53,72,73
1,153,2,3,2,8,57,74,90,22,32,42,43,75
-1,204,2,2,14,44,59,70,86,22,36,48,54,74
1,152,2,3,9,14,26,35,94,56,70,86,99,104
1,155,9,2,8,11,57,71,109,19,23,27,34,84
-1,224,8,2,9,38,70,98,110,1,13,28,58,75
1,227,8,2,4,23,67,70,90,40,44,73,84,104
1,154,2,2,8,9,21,37,93,1,6,34,35,106
1,155,2,2,28,32,35,57,73,9,11,22,44,100
1,151,2,2,15,47,57,83,104,6,7,14,18,35
-1,154,2,2,11,32,44,55,87,6,8,28,73,102
1,151,2,2,16,17,23,38,98,7,26,43,94,99
1,121,2,3,5,9,67,74,103,2,21,39,75,93
1,224,8,3,16,23,54,62,73,2,19,67,74,100
-1,155,2,2,14,21,44,47,100,18,20,32,35,59
1,153,2,2,6,7,18,86,98,11,14,44,79,97
1,137,9,2,8,27,54,56,57,10,34,77,92,94
1,188,2,2,9,32,42,94,98,5,19,56,74,91
1,122,2,3,5,31,39,41,42,6,8,21,87,104
1,154,2,2,6,29,74,75,93,18,34,53,73,86
1,231,2,2,4,10,12,54,70,35,43,45,59,83
-1,151,9,2,8,47,56,77,83,19,23,57,60,109
-1,227,2,2,21,25,44,75,96,9,18,19,54,112
-1,184,2,3,4,9,14,20,44,28,31,69,73,99
-1,144,2,2,6,17,44,73,85,1,14,54,59,93
-1,151,2,3,10,25,81,93,99,8,22,35,39,41
-1,224,8,2,7,8,25,42,63,14,16,41,90,98
1,152,2,2,14,28,48,59,63,1,5,32,42,44
-1,227,8,2,16,66,98,101,106,1,10,87,99,104
1,223,2,2,6,14,26,35,44,4,29,41,62,94
1,183,2,3,9,44,53,71,74,8,26,54,63,88
-1,227,2,2,6,14,21,86,94,17,28,31,98,104
-1,232,2,2,8,17,23,37,56,9,18,28,38,78
-1,192,2,2,7,12,37,53,71,2,16,30,44,67
1,191,2,3,14,16,71,102,104,1,2,30,44,60
1,144,2,3,5,14,44,67,71,2,6,11,41,104
-1,186,9,2,33,39,61,63,85,7,27,28,32,106
1,155,2,3,14,20,59,62,71,8,9,22,35,105
1,261,2,2,8,27,35,54,71,30,41,59,74,99
1,223,2,2,6,7,27,37,43,56,85,88,98,104
1,223,2,3,7,15,42,60,62,1,17,37,74,82
-1,225,2,2,6,17,20,62,85,5,54,57,104,106
1,151,2,3,23,28,32,54,74,2,6,22,38,52
-1,227,2,2,2,14,37,84,113,9,19,22,44,69
-1,112,2,2,27,47,74,81,90,9,14,31,44,71
1,151,2,2,13,14,44,47,94,9,11,35,54,100
-1,156,2,2,7,44,57,70,74,6,18,28,46,63
1,231,2,2,22,39,41,48,84,9,14,44,71,103
-1,223,8,3,37,47,54,84,85,51,71,93,101,104
1,151,2,3,12,48,68,73,84,7,21,64,77,109
-1,231,6,2,2,5,33,45,52,18,28,46,66,104
1,151,2,2,35,41,52,84,98,2,6,29,44,96
1,188,2,2,2,36,41,56,65,4,9,44,53,104
1,156,2,2,21,44,73,81,104,6,26,32,34,98
1,151,2,2,10,17,74,93,104,9,25,41,86,100
1,154,2,2,5,18,33,70,74,19,39,48,59,86
-1,154,2,2,7,26,34,75,104,9,45,54,73,82
1,153,2,3,9,18,32,50,87,5,8,29,33,74
1,154,9,2,6,14,37,41,60,15,27,71,76,104
-1,151,2,2,34,54,62,63,95,2,18,32,44,104
1,155,2,3,11,26,42,44,104,16,18,36,95,106
-1,154,2,3,9,35,73,86,93,6,12,14,20,31
1,156,2,3,14,17,20,40,41,1,11,19,51,84
1,224,2,2,22,43,53,94,104,8,21,35,71,98
1,151,2,3,2,6,9,11,20,10,17,26,98,101
-1,171,2,3,2,14,39,56,67,6,9,48,70,74
-1,132,9,2,26,45,48,54,96,3,19,57,76,100
1,188,9,2,3,23,29,57,60,54,65,72,88,90
-1,231,2,2,8,27,32,46,96,10,31,35,42,57
-1,153,2,3,11,31,56,95,96,6,9,14,32,83
-1,156,2,3,2,55,63,96,104,14,20,36,54,67
-1,153,2,2,27,30,32,42,93,19,22,44,53,56
1,155,2,2,8,56,81,90,105,6,29,36,44,103
1,171,2,2,10,32,44,49,84,1,20,30,104,106
-1,152,9,2,4,7,12,17,104,28,40,44,48,93
-1,135,2,3,8,18,27,42,98,4,21,32,41,63
1,186,2,2,9,14,20,48,104,3,11,53,95,99
-1,184,2,3,7,11,42,50,93,16,17,67,85,87
-1,231,2,3,6,27,74,80,103,9,14,18,42,99
1,156,2,2,18,26,32,59,74,25,35,53,54,61
1,156,2,2,4,28,35,56,75,7,13,18,44,107
-1,155,2,2,19,44,54,82,86,2,9,12,80,97
-1,171,2,2,18,37,52,86,112,4,9,10,23,74
1,182,2,2,10,17,79,87,98,2,6,57,61,63
-1,152,2,3,2,9,23,53,56,8,13,41,84,86
1,151,2,2,2,18,44,49,75,1,11,14,82,104
-1,231,8,3,8,19,65,68,74,6,17,36,48,87
-1,227,8,3,2,10,11,14,88,17,23,39,41,56
1,186,9,2,15,25,76,97,99,3,16,28,56,57
-1,152,9,2,18,42,52,78,93,1,46,70,73,112
1,183,2,3,14,35,44,60,85,23,47,87,104,106
-1,191,2,3,4,19,26,39,53,8,21,87,104,106
-1,224,2,3,17,75,85,104,111,30,41,54,65,81
-1,155,2,3,7,42,49,73,87,12,18,32,64,97
1,152,2,3,11,32,60,75,81,1,14,34,80,94
1,225,2,2,1,14,23,40,42,9,17,62,81,88
1,135,2,2,29,42,62,63,67,4,8,35,44,86
-1,151,2,3,9,39,41,44,99,6,14,50,59,93
1,231,2,3,2,6,14,18,74,4,9,81,104,107
1,155,2,2,3,6,35,46,62,34,59,70,81,104
1,183,9,2,12,19,33,83,89,48,49,53,63,95
-1,224,2,2,9,10,65,79,94,16,27,89,93,104
1,182,2,3,5,33,75,93,99,4,10,48,54,56
1,224,2,2,8,9,14,38,75,2,18,40,63,84
-1,153,2,2,8,16,39,46,61,10,32,44,59,74
-1,155,2,3,18,25,28,65,105,8,9,20,30,104
1,227,2,3,22,32,73,101,104,9,14,18,19,49
1,155,2,3,6,8,28,65,90,1,9,14,32,42
1,154,2,3,12,35,57,80,98,6,7,46,74,85
-1,161,2,2,6,11,12,39,93,14,18,59,77,98
-1,153,2,2,9,18,27,70,81,7,12,14,50,95
-1,227,2,2,17,18,54,70,98,7,9,79,88,103
-1,152,9,2,28,47,57,59,70,6,64,88,94,99
1,227,2,2,4,14,25,54,62,9,23,41,73,98
1,227,2,2,6,37,84,104,110,7,8,9,26,93
1,231,2,3,5,9,18,23,71,2,12,43,47,90
-1,154,9,2,14,28,42,88,93,8,17,49,63,97
-1,227,2,3,18,19,23,36,71,16,44,74,85,93
1,224,2,2,11,21,41,80,84,9,22,32,93,103
-1,156,2,2,2,4,32,74,97,9,26,34,44,86
1,223,8,3,5,31,32,41,71,1,2,36,68,99
1,231,8,2,17,54,56,103,104,16,41,63,64,98
1,231,8,2,14,26,35,53,96,9,21,41,51,106
1,122,2,3,9,14,32,37,104,53,73,93,96,105
-1,154,2,2,2,18,27,62,104,11,32,55,93,102
-1,186,2,2,33,46,49,59,79,14,47,50,67,93
1,152,2,3,1,34,53,89,112,5,44,54,71,98
-1,156,2,2,11,16,18,86,97,2,14,42,44,106
1,224,8,2,18,28,55,74,88,1,9,41,62,110
-1,131,2,3,8,44,62,101,104,3,6,32,80,98
-1,134,2,3,2,19,32,70,87,8,13,59,71,91
-1,224,8,3,2,9,14,77,90,17,18,29,75,87
-1,227,2,3,8,14,45,94,98,2,6,41,43,57
1,181,2,2,5,48,63,70,73,15,17,26,56,60
-1,187,2,2,8,44,50,63,93,10,21,64,67,107
1,227,2,2,2,25,36,40,49,14,22,94,98,103
-1,223,8,2,2,9,26,48,65,46,75,94,96,103
-1,155,2,3,9,36,47,48,81,10,11,25,44,107
1,156,2,3,10,14,18,41,86,11,19,29,93,97
1,156,2,3,16,21,35,57,93,2,9,60,89,90
-1,156,2,2,35,44,54,56,71,1,6,38,63,79
1,153,2,2,2,4,32,42,93,8,44,71,81,95
-1,171,2,3,14,48,50,67,84,17,21,75,82,110
1,155,2,2,14,32,46,52,104,1,28,44,67,111
-1,188,2,3,6,17,53,58,89,9,21,77,90,93
-1,188,2,2,6,14,25,47,106,13,18,21,57,86
1,154,2,2,9,14,41,46,67,6,17,25,57,105
1,241,2,2,35,41,74,75,98,14,42,57,83,100
1,204,2,2,14,30,35,41,73,5,65,74,93,99
-1,154,2,2,6,34,44,62,88,8,14,36,61,74
1,151,2,3,2,11,26,53,67,18,21,44,97,105
-1,144,2,3,14,18,54,57,82,5,9,10,25,93
1,224,8,2,9,16,87,104,106,12,14,31,84,97
-1,227,2,2,14,74,75,93,106,16,18,20,22,62
-1,152,2,3,16,18,90,93,97,4,67,74,88,112
-1,224,2,2,16,36,47,93,98,9,23,42,88,104
-1,185,2,2,16,30,70,91,111,32,34,61,104,106
1,224,2,2,5,8,26,32,44,7,34,72,104,110
1,156,9,2,11,20,44,62,98,19,29,39,56,109
-1,227,2,3,5,8,9,11,71,19,35,36,46,51
-1,181,2,2,44,45,60,92,104,8,27,29,55,75
-1,152,2,3,6,13,23,56,79,41,84,101,106,109
1,231,2,2,5,17,41,75,99,6,19,22,76,85
1,171,2,2,35,36,42,59,100,2,9,14,58,74
1,227,2,2,15,22,26,71,94,9,10,14,79,96
-1,224,2,2,26,28,53,56,57,8,54,74,81,106
-1,227,2,3,1,9,29,69,86,10,14,44,88,98
1,152,2,3,14,57,63,71,93,1,62,69,76,100
-1,154,2,3,9,20,34,62,67,6,8,41,79,101
1,151,2,2,8,17,96,102,110,18,45,46,59,100
1,111,2,2,14,25,48,71,99,16,31,36,85,98
-1,191,9,2,30,34,35,46,81,20,36,60,88,103
1,144,9,2,6,21,48,59,101,4,18,32,61,104
1,121,2,2,33,55,71,89,100,8,44,54,63,75
1,225,2,2,1,12,32,35,101,2,7,70,74,110
-1,155,2,2,1,14,44,71,85,18,29,53,97,104
1,223,8,3,62,74,77,79,98,6,14,21,23,65
-1,191,2,3,8,68,73,79,84,10,16,35,41,104
-1,223,8,2,30,34,41,70,86,4,17,18,27,110
-1,227,8,3,48,50,79,92,96,1,2,32,34,87
1,154,2,3,18,32,36,70,106,2,14,21,57,97
-1,231,2,2,2,5,11,44,90,7,36,54,94,95
-1,154,2,2,82,84,93,98,104,6,8,14,44,105
-1,131,2,3,29,30,56,66,93,8,37,53,62,63
1,225,2,2,2,9,11,21,47,5,20,59,63,98
1,145,2,3,2,8,14,26,44,9,18,30,86,87
1,145,2,3,9,59,63,88,99,1,13,54,76,95
-1,144,2,3,9,12,30,41,93,1,7,10,25,99
1,223,2,2,1,9,29,35,52,10,17,23,79,98
1,122,2,2,17,62,72,75,98,1,25,28,93,99
1,227,2,3,12,47,57,63,96,4,10,44,98,102
-1,154,2,2,17,34,38,56,104,8,9,12,57,62
1,227,2,2,1,14,59,71,98,2,8,74,90,97
1,187,2,3,41,53,74,98,110,16,17,44,95,104
1,183,2,3,48,57,67,98,104,7,34,56,81,96
1,227,8,2,20,42,44,101,104,14,21,60,94,96
1,154,9,2,28,34,60,64,72,12,17,18,85,110
1,151,2,2,9,39,45,53,74,28,32,35,56,62
1,153,2,2,4,9,15,42,86,25,35,53,93,98
1,183,2,2,2,64,81,93,97,23,50,51,86,104
1,224,8,2,10,11,77,101,103,18,23,41,62,74
-1,152,2,2,18,23,27,28,63,14,26,35,62,98
1,227,2,2,5,10,13,41,94,21,47,54,69,97
-1,191,2,2,4,5,17,41,104,10,14,21,58,59
-1,223,2,3,2,32,43,44,104,9,14,34,68,93
-1,231,8,3,39,56,69,93,98,17,28,48,79,87
-1,154,2,2,4,13,14,41,48,21,95,98,99,103
-1,144,2,3,2,5,26,69,106,6,7,8,44,100
1,153,2,3,9,28,44,73,89,2,56,93,104,113
1,153,2,2,23,31,61,90,94,12,13,14,26,93
1,131,8,2,26,40,44,71,75,5,17,29,95,102
-1,188,2,2,12,18,35,84,98,32,36,54,59,81
1,241,2,2,2,8,9,20,65,15,17,33,46,64
-1,225,2,2,8,9,28,74,93,16,35,56,102,104
1,156,2,3,2,42,57,74,82,7,9,16,18,21
1,231,7,2,38,52,66,82,90,21,55,63,98,106
-1,151,2,2,18,32,35,54,85,6,7,34,67,99
1,224,8,3,12,16,29,31,54,32,41,74,84,98
1,185,9,2,22,35,70,98,110,27,33,39,41,64
1,153,2,3,7,23,28,56,81,9,14,34,44,51
-1,231,2,2,40,59,67,86,104,26,36,72,98,102
1,227,2,3,6,9,17,30,98,5,14,16,88,103
-1,152,2,3,8,9,27,73,97,6,10,33,34,68
1,188,2,3,35,73,84,93,111,14,26,43,54,106
1,151,2,2,6,11,14,86,88,31,35,41,44,64
-1,151,9,2,6,44,45,102,105,15,28,46,49,88
1,227,2,2,14,19,26,32,54,4,6,39,70,76
1,152,2,3,6,8,14,34,111,9,21,26,32,67
1,227,8,3,8,60,75,79,94,22,26,34,65,93
-1,137,2,3,8,27,59,74,111,9,11,36,44,49
-1,223,2,2,6,22,41,103,106,3,9,21,33,67
1,187,2,3,21,23,59,75,111,39,40,63,70,71
-1,227,2,3,6,38,44,48,71,9,21,43,73,81
1,251,2,3,6,23,29,44,93,1,18,26,73,85
1,153,2,2,7,62,74,81,99,8,9,32,75,93
1,151,9,2,4,5,16,42,79,9,64,72,104,106
-1,191,2,3,53,57,59,86,104,6,7,9,18,94
-1,152,2,2,2,23,32,44,59,8,17,62,89,104
-1,231,9,2,15,71,94,104,110,10,44,73,79,102
1,151,2,3,9,39,93,98,107,36,44,74,85,99
-1,185,2,3,15,18,53,57,63,6,20,21,34,103
1,153,2,2,44,74,91,97,103,7,14,23,41,89
1,155,9,2,16,46,75,81,88,2,23,44,65,70
1,231,2,2,2,14,17,44,79,9,11,15,18,52
-1,227,6,3,22,28,30,42,102,9,18,76,84,86
-1,185,2,3,9,39,79,88,95,29,31,59,74,84
-1,156,2,2,20,40,44,58,70,8,16,17,19,104
-1,151,2,2,9,10,16,23,59,18,44,54,65,101
1,156,2,2,1,8,9,23,57,25,35,44,47,54
-1,151,2,3,30,39,47,56,73,16,34,41,84,93
-1,151,2,2,4,7,41,74,97,1,59,84,99,111
-1,187,2,2,42,53,74,76,81,5,6,32,37,70
1,155,2,2,2,14,44,63,109,1,21,22,26,86
-1,231,2,2,35,40,41,62,68,5,8,22,26,104
1,156,2,3,6,14,38,42,76,5,9,44,56,59
1,204,2,3,2,8,9,27,33,30,42,44,64,78
1,223,2,2,11,21,22,41,96,32,75,79,93,106
1,241,2,2,1,11,59,99,102,8,14,27,93,111
-1,156,2,2,1,8,9,64,104,32,34,58,63,74
-1,231,2,3,16,36,48,79,110,11,28,30,57,98
1,184,2,3,8,9,38,88,98,1,2,6,22,101
-1,227,2,2,3,9,14,54,71,32,43,51,56,96
1,223,8,3,2,30,34,54,62,4,7,10,11,67
1,227,8,2,6,28,58,78,90,44,56,62,80,111
1,156,2,2,14,35,62,71,98,1,6,8,34,113
1,183,2,2,16,22,25,93,98,5,7,32,41,103
1,155,2,2,2,9,35,44,75,1,16,25,74,98
-1,153,2,3,11,18,44,57,75,1,2,34,65,71
1,224,2,2,2,6,21,63,112,1,19,26,47,103
1,227,8,2,4,48,62,73,98,10,18,46,64,85
1,145,2,3,6,14,26,35,47,9,21,28,41,79
1,153,2,2,10,42,44,50,98,8,12,53,71,73
-1,111,2,3,13,18,71,91,97,22,41,44,68,102
1,132,8,2,16,56,57,93,96,3,44,54,80,104
1,224,2,2,14,41,44,48,49,8,9,46,69,109
1,156,2,3,9,11,44,82,111,4,45,57,74,104
-1,153,2,2,1,4,45,99,110,2,6,9,46,93
1,154,2,2,5,54,73,98,104,19,35,67,72,93
1,171,9,2,6,11,32,38,87,4,16,26,34,44
-1,223,2,3,7,17,23,38,70,2,39,41,75,98
-1,153,2,3,2,9,15,48,54,57,59,74,93,110
1,152,2,2,29,41,44,47,88,8,21,54,57,104
-1,185,2,2,10,17,44,62,102,21,23,30,48,93
-1,225,2,2,8,26,36,46,98,2,28,84,103,104
1,224,9,2,40,53,62,65,73,7,22,49,56,77
1,231,2,2,7,9,40,42,93,2,8,17,58,84
1,224,2,2,8,32,33,69,75,2,5,6,18,25
-1,224,2,2,18,26,68,93,98,2,9,31,44,73
-1,152,2,3,26,39,63,74,99,8,34,35,42,49
-1,154,2,2,11,32,38,73,86,9,14,33,35,104
1,227,2,3,40,74,99,103,104,2,6,9,41,62
1,152,2,2,9,14,21,62,93,34,37,48,88,104
1,188,9,2,12,36,67,103,104,25,28,31,62,105
-1,232,2,2,21,70,75,84,98,6,14,31,34,61
-1,155,2,3,5,8,9,10,19,7,39,49,93,104
1,131,9,2,11,20,63,71,93,1,18,72,81,87
-1,155,2,3,7,9,35,59,101,16,32,41,72,73
-1,152,2,2,7,17,26,41,98,9,25,29,104,109
-1,231,2,3,8,14,30,33,74,2,23,26,35,106
-1,144,2,3,21,54,63,64,81,8,14,19,28,75
1,204,2,3,9,11,21,57,70,8,25,32,39,44
1,183,3,2,35,45,64,84,113,3,23,50,86,92
1,153,2,3,36,65,67,74,75,14,20,34,44,85
1,144,2,2,35,39,44,93,98,2,6,11,47,53
-1,124,2,3,1,13,53,71,93,14,64,67,73,104
1,137,2,3,30,41,44,53,74,11,47,73,80,87
1,156,2,2,5,22,23,32,72,14,44,62,64,106
1,153,2,3,6,9,10,18,36,2,40,67,86,106
1,225,2,2,2,3,5,32,39,9,11,54,62,85
1,151,2,3,6,11,18,93,104,2,7,13,32,98
1,152,2,2,20,52,56,59,99,8,10,21,22,45
-1,151,2,2,9,11,14,33,82,31,71,93,95,97
1,153,2,3,2,9,32,93,104,42,44,73,84,95
1,187,2,2,1,9,17,41,86,23,53,57,94,106
1,151,2,2,1,14,19,27,62,6,8,11,26,94
1,151,2,2,11,26,61,73,104,1,9,10,28,74
-1,154,2,2,16,32,74,93,97,9,23,62,63,84
-1,155,2,2,9,29,44,49,62,18,27,59,94,102
1,204,9,2,1,19,53,56,98,21,45,49,57,104
-1,152,2,3,9,73,76,102,106,6,14,29,72,101
1,136,9,2,7,23,39,41,46,29,53,58,84,89
1,155,9,2,6,8,20,31,69,5,11,54,63,111
1,231,2,2,8,14,25,93,94,4,9,10,69,104
1,154,1,2,7,29,57,63,102,9,20,52,64,71
-1,231,2,2,16,39,87,96,104,4,5,22,28,62
1,137,9,2,20,21,27,75,109,22,35,56,67,81
-1,227,8,2,4,36,52,71,94,13,48,67,74,98
-1,227,2,2,7,11,26,28,35,14,18,23,53,88
1,224,2,2,2,5,17,20,98,9,14,41,59,71
-1,183,2,2,35,44,51,73,97,7,14,31,32,104
-1,182,9,2,1,19,79,81,112,9,32,50,97,104
1,112,6,2,1,3,17,26,85,25,30,42,50,70
1,152,9,2,40,51,53,89,93,10,28,34,63,102
-1,191,2,2,1,14,32,36,104,31,39,41,56,60
1,186,2,3,14,21,29,86,93,5,9,35,66,74
1,155,2,2,14,32,44,59,84,8,18,26,35,77
-1,156,2,2,11,14,18,44,102,5,9,19,35,93
1,223,8,3,23,26,44,73,104,18,39,62,66,74
1,155,2,3,6,14,28,57,94,9,30,34,41,112
1,232,2,2,2,32,56,99,107,3,17,21,54,98
-1,231,2,2,20,48,49,95,111,8,14,16,70,79
-1,156,2,3,28,30,39,42,102,33,41,46,56,110
-1,154,2,3,7,14,19,21,104,6,9,17,30,54
1,151,2,3,28,48,57,74,104,6,8,9,62,103
-1,227,8,3,10,26,41,43,68,62,79,94,95,110
1,152,2,3,2,29,68,76,94,26,30,49,57,67
1,224,2,3,8,9,51,71,73,40,74,85,90,104
-1,153,2,2,13,59,68,70,98,6,34,46,50,99
-1,151,9,2,32,40,47,67,104,18,41,88,98,101
-1,152,2,3,14,18,26,97,106,34,38,42,96,103
1,225,2,2,7,21,47,74,98,2,6,9,28,85
-1,138,2,2,6,14,30,35,82,5,34,44,48,74
-1,153,9,2,11,26,42,80,106,8,18,35,99,100
-1,153,2,2,11,28,59,95,104,14,21,44,99,109
-1,227,8,3,2,10,51,74,87,14,16,40,44,89
1,151,2,2,1,2,4,35,44,8,20,41,70,98
-1,231,8,2,9,28,98,103,106,2,18,34,65,93
-1,224,8,2,54,73,74,75,78,30,41,63,68,98
1,133,2,2,13,18,35,57,93,1,16,22,27,104
-1,152,2,2,16,32,44,56,63,6,9,28,62,74
1,144,2,3,28,41,68,74,98,4,8,11,32,89
-1,185,2,3,11,14,32,44,70,2,33,62,98,104
1,112,2,2,1,22,27,36,93,20,60,74,98,101
-1,112,8,2,4,9,21,33,38,22,41,67,87,104
1,152,2,2,26,74,89,93,98,17,35,38,49,79
-1,145,2,3,9,22,75,98,104,14,32,50,54,97
-1,184,9,2,8,11,35,42,67,14,38,57,61,93
-1,151,2,3,28,34,50,100,106,1,16,66,74,104
